	genre	document_id	sent	boundary
128	transcript	transcript_Bed003	of, like, dead people on the walls or something.	no
129	transcript	transcript_Bed003	I don't remember w-	no
130	transcript	transcript_Bed003	Uh-huh.	no
131	transcript	transcript_Bed003	It was a long time ago.	no
132	transcript	transcript_Bed003	There's a lot of those.	no
133	transcript	transcript_Bed003	But if you looked at it real close, you could see the - the in- intricacy of the -	no
134	transcript	transcript_Bed003	of the walls.	no
135	transcript	transcript_Bed003	O_K. So that count as - counts as a nice wall.	no
136	transcript	transcript_Bed003	Right.	no
137	transcript	transcript_Bed003	The - O_K.	no
138	transcript	transcript_Bed003	Mm-hmm.	no
139	transcript	transcript_Bed003	Right.	no
140	transcript	transcript_Bed003	Something you want to inspect at close range  because it's interesting. O_K.	no
141	transcript	transcript_Bed003	The -	no
142	transcript	transcript_Bed003	Exactly.	no
143	transcript	transcript_Bed003	Hmm.	no
144	transcript	transcript_Bed003	Robert?	no
145	transcript	transcript_Bed003	"Well there - there is a term  that's often used. That's ""saliency"", or the ""salience"" of an object."	no
146	transcript	transcript_Bed003	"And I was just wondering whether that's the same as what you describe as ""landmark-iness""."	no
147	transcript	transcript_Bed003	But it's really  not.  I mean an object can be  very  salient but	no
148	transcript	transcript_Bed003	Hmm.	no
149	transcript	transcript_Bed003	Not a landmark at all.	no
150	transcript	transcript_Bed003	not a landmark at all.	no
151	transcript	transcript_Bed003	There's landmark for um, touristic reasons and landmark for I don't know navigational reasons or something.	no
152	transcript	transcript_Bed003	Right.	no
153	transcript	transcript_Bed003	Yep.	no
154	transcript	transcript_Bed003	Yeah, we meant, uh, touristic reasons.	no
155	transcript	transcript_Bed003	O_K.	no
156	transcript	transcript_Bed003	Yeah.	no
157	transcript	transcript_Bed003	Hmm.	no
158	transcript	transcript_Bed003	Right.	no
159	transcript	transcript_Bed003	O_K.	no
160	transcript	transcript_Bed003	but you can imagine maybe wanting the oth- both kinds of things there for different um, goals.	no
161	transcript	transcript_Bed003	Hmm.	no
162	transcript	transcript_Bed003	Yeah.	no
163	transcript	transcript_Bed003	Right.	no
164	transcript	transcript_Bed003	Right?	no
165	transcript	transcript_Bed003	But -	no
166	transcript	transcript_Bed003	Yeah.	no
167	transcript	transcript_Bed003	Tourist-y landmarks also happen to be -	no
168	transcript	transcript_Bed003	Wouldn't - couldn't they also be -	no
169	transcript	transcript_Bed003	They're not exclusive groups, are they?	no
170	transcript	transcript_Bed003	Like	no
171	transcript	transcript_Bed003	Or it can be als-	no
172	transcript	transcript_Bed003	non-tourist-y landmarks and	no
173	transcript	transcript_Bed003	They're not mutually exclusive?	no
174	transcript	transcript_Bed003	direct navigational - Yeah.	no
175	transcript	transcript_Bed003	Right. Right. Definitely.	no
176	transcript	transcript_Bed003	O_K.	no
177	transcript	transcript_Bed003	O_K, So our initial idea was not very satisfying,	no
178	transcript	transcript_Bed003	because -	no
179	transcript	transcript_Bed003	uh our initial idea was basically all the features pointing to the output node.	no
180	transcript	transcript_Bed003	Uh.	no
181	transcript	transcript_Bed003	So, a big flat structure. Right?	no
182	transcript	transcript_Bed003	Right.	no
183	transcript	transcript_Bed003	Yep.	no
184	transcript	transcript_Bed003	And uh, so we -	no
185	transcript	transcript_Bed003	Reasons being,	no
186	transcript	transcript_Bed003	you know,	no
187	transcript	transcript_Bed003	it'd be a pain to set up all the probabilities	no
188	transcript	transcript_Bed003	for that.	no
189	transcript	transcript_Bed003	If we moved onto the next step and	no
190	transcript	transcript_Bed003	did learning of some sort,	no
191	transcript	transcript_Bed003	uh according Bhaskara we'd be handicapped.	no
192	transcript	transcript_Bed003	I don't know	no
193	transcript	transcript_Bed003	Well usually, I mean, you know, N_ -	no
194	transcript	transcript_Bed003	belief-nets very well.	no
195	transcript	transcript_Bed003	If you have N_ features, then it's two to the N_ -  or exponential in N_.	no
196	transcript	transcript_Bed003	And they wouldn't look pretty.	no
197	transcript	transcript_Bed003	So.	no
198	transcript	transcript_Bed003	Yeah, they'd all be like pointing to the one node.	no
199	transcript	transcript_Bed003	Mm-hmm.	no
200	transcript	transcript_Bed003	Uh.	no
201	transcript	transcript_Bed003	So then our next idea was to add a middle layer, right?	no
202	transcript	transcript_Bed003	So the thinking behind that was	no
203	transcript	transcript_Bed003	we have the features that we've drawn  from the communication of some -	no
204	transcript	transcript_Bed003	Like, the someone s-	no
205	transcript	transcript_Bed003	The person at the screen is trying to communicate some abstract idea, like	no
206	transcript	transcript_Bed003	"""I'm -"""	no
207	transcript	transcript_Bed003	"the - the abstract idea being ""I am a tourist I want to go  to this place."""	no
208	transcript	transcript_Bed003	Right?	no
209	transcript	transcript_Bed003	So  we're gonna set up  features along the lines of where they want to go and	no
210	transcript	transcript_Bed003	what they've said previously and whatnot. And then we have	no
211	transcript	transcript_Bed003	the means	no
212	transcript	transcript_Bed003	that they should use. Right?	no
213	transcript	transcript_Bed003	but the middle	no
214	transcript	transcript_Bed003	thing,	no
215	transcript	transcript_Bed003	we were thinking along the lines of maybe trying to	no
216	transcript	transcript_Bed003	figure out,	no
217	transcript	transcript_Bed003	like, the concept of whether they're a tourist	no
218	transcript	transcript_Bed003	or  whether they're running an errand or something like that along those lines.	no
219	transcript	transcript_Bed003	Or -	no
220	transcript	transcript_Bed003	Yes, we could-	no
221	transcript	transcript_Bed003	things we couldn't extract the - from the data, the hidden variables.  Yes, good.	no
222	transcript	transcript_Bed003	So then the hidden variables - hair- variables we came up with	no
223	transcript	transcript_Bed003	were whether	no
224	transcript	transcript_Bed003	someone was on a tour, running an errand, or whether they were in a hurry,	no
225	transcript	transcript_Bed003	because	no
226	transcript	transcript_Bed003	we were thinking uh,	no
227	transcript	transcript_Bed003	if they were in a hurry there'd be less likely to -	no
228	transcript	transcript_Bed003	like -	no
229	transcript	transcript_Bed003	Want to do Vista, right?  Because  if you want to view things you wouldn't be in a hurry.	no
230	transcript	transcript_Bed003	or th-	no
231	transcript	transcript_Bed003	Right.	no
232	transcript	transcript_Bed003	Or they might be more likely to be using the place that they want to go to as a -	no
233	transcript	transcript_Bed003	like a  navigational point to go to another place.	no
234	transcript	transcript_Bed003	Mm-hmm.	no
235	transcript	transcript_Bed003	Whether the destination was their final destination, whether the destination was closed. Those are all -	no
236	transcript	transcript_Bed003	And then	no
237	transcript	transcript_Bed003	"""Let's look at the belief-net""  O_K. So that means that I should switch to the  other program."	no
238	transcript	transcript_Bed003	Um right now it's still kind of  in a toy  version of it, because	no
239	transcript	transcript_Bed003	we didn't know the probabilities of -  or -	no
240	transcript	transcript_Bed003	Well I'll talk about it when I get the picture up.	no
241	transcript	transcript_Bed003	No one knows it.	no
242	transcript	transcript_Bed003	O_K.	no
243	transcript	transcript_Bed003	So this right - what we -	no
244	transcript	transcript_Bed003	Let's see.  What happens if I maximize this?	no
245	transcript	transcript_Bed003	There  we go.	no
246	transcript	transcript_Bed003	But uh -	no
247	transcript	transcript_Bed003	So.	no
248	transcript	transcript_Bed003	The mode  basically has three different  outputs.	no
249	transcript	transcript_Bed003	The  probability   - whether the probability of a Vista, Tango, or Enter.	no
250	transcript	transcript_Bed003	Um -	no
251	transcript	transcript_Bed003	"The ""context"", we simplified. Basically it's just the businessman,"	no
252	transcript	transcript_Bed003	the tourist, unknown.	no
253	transcript	transcript_Bed003	"""Verb used"" is actually"	no
254	transcript	transcript_Bed003	personally amusing	no
255	transcript	transcript_Bed003	mainly because it's - it's just	no
256	transcript	transcript_Bed003	whether the verb is a Tango verb, an Enter verb, or a  Vista verb.	no
257	transcript	transcript_Bed003	Yeah, that one needs a lot of -	no
258	transcript	transcript_Bed003	And are those mutually exclusive sets? Right. Got it. Uh-huh.	no
259	transcript	transcript_Bed003	Not at all. That's - that - that needs a lot of work. But uh   that would've made the  probably  significantly be more complicated to enter, so we decided that for the purposes of this  it'd be simpler to just have three verbs.	no
260	transcript	transcript_Bed003	No.	no
261	transcript	transcript_Bed003	Yeah.	no
262	transcript	transcript_Bed003	Simple.	no
263	transcript	transcript_Bed003	Yeah.	no
264	transcript	transcript_Bed003	Stab at it. Yep.	no
265	transcript	transcript_Bed003	Right.	no
266	transcript	transcript_Bed003	Um -	no
267	transcript	transcript_Bed003	Why don't you mention things about this, Bhaskara, that I am -	no
268	transcript	transcript_Bed003	not - that are not coming to my mind right now.	no
269	transcript	transcript_Bed003	O_K, so - Yeah, so note the four nodes down there, the - sort of, the things that are not directly extracted.	no
270	transcript	transcript_Bed003	"Actually, the five things. The ""closed"" is also not directly extracted I guess,  from the uh -"	no
271	transcript	transcript_Bed003	From the  utterance?	no
272	transcript	transcript_Bed003	Well i- it's - it's so-	no
273	transcript	transcript_Bed003	Hmm.	no
274	transcript	transcript_Bed003	"Actually, no, wait. It is. O_K, ""closed"" sort of is."	no
275	transcript	transcript_Bed003	it sort of is because it's - because have the -	no
276	transcript	transcript_Bed003	the time of day and the close- it just had the -	no
277	transcript	transcript_Bed003	Right,  so f-	no
278	transcript	transcript_Bed003	er  and what time it closed.	no
279	transcript	transcript_Bed003	Right, but the other ones, the final destination, the whether they're doing business, whether they're in a hurry, and whether they're tourists, that kind of thing is all uh  sort of - you know probabilistically depends on the other things. Yeah.	no
280	transcript	transcript_Bed003	Inferred from the other ones?	no
281	transcript	transcript_Bed003	O_K.	no
282	transcript	transcript_Bed003	And the mode, you know, depends on all those things only.	no
283	transcript	transcript_Bed003	Yeah the -	no
284	transcript	transcript_Bed003	the actual parse is somewhere	no
285	transcript	transcript_Bed003	"Yeah. So we haven't uh, managed - Like we don't have nodes for ""discourse"" and ""parse"", although like in some sense they are parts of this belief-net. But uh -"	no
286	transcript	transcript_Bed003	up around in here.	no
287	transcript	transcript_Bed003	Mm-hmm.	no
288	transcript	transcript_Bed003	The idea is that we just extract those features from them, so we don't actually have a node for the entire parse, because we'd never do inference on it anyway, so.	no
289	transcript	transcript_Bed003	Mm-hmm.	no
290	transcript	transcript_Bed003	Right.	no
291	transcript	transcript_Bed003	"So some of the - the top row of things -  What's - what's ""Disc admission fee""?"	no
292	transcript	transcript_Bed003	"whether they discuss the admission fees. So we looked at the data and in a lot of data people were saying things like  ""Can I get to this place?"" ""What is the admission fee?"". So that's like a huge uh clue that they're trying to Enter the place rather than uh to Tango or Vista, so."	no
293	transcript	transcript_Bed003	Oh.	no
294	transcript	transcript_Bed003	Uh-huh.	no
295	transcript	transcript_Bed003	Right.	no
296	transcript	transcript_Bed003	O_K. I see.	no
297	transcript	transcript_Bed003	There were - there'd be  other  things besides just the admission fee,	no
298	transcript	transcript_Bed003	Mm-hmm.	no
299	transcript	transcript_Bed003	but	no
300	transcript	transcript_Bed003	you know,	no
301	transcript	transcript_Bed003	we didn't have -	no
302	transcript	transcript_Bed003	That was like our example.	no
303	transcript	transcript_Bed003	That was the  initial one that we found.	no
304	transcript	transcript_Bed003	Mm-hmm.	no
305	transcript	transcript_Bed003	O_K. So there are certain cues that are very strong   either  lexical or topic-based um, concept cues	no
306	transcript	transcript_Bed003	From the discourse that -	no
307	transcript	transcript_Bed003	Yeah.	no
308	transcript	transcript_Bed003	for one of those.	no
309	transcript	transcript_Bed003	And then in that second row  or whatever that row of Time of Day through that -	no
310	transcript	transcript_Bed003	So all of those -	no
311	transcript	transcript_Bed003	Some of them come from the utterance  and some of them are sort of	no
312	transcript	transcript_Bed003	either world knowledge or situational  things. Right? So that you have no distinction between those and  @@  O_K.	no
313	transcript	transcript_Bed003	Right.	no
314	transcript	transcript_Bed003	One, uh -	no
315	transcript	transcript_Bed003	Uh.	no
316	transcript	transcript_Bed003	Um, anything else you want to say Bhaskara?	no
317	transcript	transcript_Bed003	Um.	no
318	transcript	transcript_Bed003	"""Unmark  @@  Time of Day"""	no
319	transcript	transcript_Bed003	Yeah, I m- I mean -	no
320	transcript	transcript_Bed003	One thing - uh -	no
321	transcript	transcript_Bed003	Yeah. They're - they're are a  couple  of more things. I mean	no
322	transcript	transcript_Bed003	Uh.	no
323	transcript	transcript_Bed003	I  would  actually suggest we go through this one more time so we - we all	no
324	transcript	transcript_Bed003	uh, agree on what - what the meaning of these things is at the moment and maybe  what changes	no
325	transcript	transcript_Bed003	Yeah, th-	no
326	transcript	transcript_Bed003	we -	no
327	transcript	transcript_Bed003	O_K. so one thing I - I'm	no
328	transcript	transcript_Bed003	"you know unsure about, is how we have the discus- uh - the ""admission fee"" thing set up."	no
329	transcript	transcript_Bed003	So one	no
330	transcript	transcript_Bed003	thing that we were thinking was	no
331	transcript	transcript_Bed003	by doing the layers like this,	no
332	transcript	transcript_Bed003	Uh - we kept um - things from directly affecting the mode	no
333	transcript	transcript_Bed003	beyond the concept,	no
334	transcript	transcript_Bed003	but you could see perhaps discus-	no
335	transcript	transcript_Bed003	"the ""admission fee"""	no
336	transcript	transcript_Bed003	going directly to the mode	no
337	transcript	transcript_Bed003	"pointing at ""Enter"","	no
338	transcript	transcript_Bed003	Mm-hmm.	no
339	transcript	transcript_Bed003	"right? Versus pointing to- just at ""tourist"","	no
340	transcript	transcript_Bed003	Mm-hmm.	no
341	transcript	transcript_Bed003	Mm-hmm.	no
342	transcript	transcript_Bed003	O_K?	no
343	transcript	transcript_Bed003	But	no
344	transcript	transcript_Bed003	we just decided to	no
345	transcript	transcript_Bed003	keep all the things we extracted	no
346	transcript	transcript_Bed003	to point at the middle and then  down.	no
347	transcript	transcript_Bed003	Mm-hmm.	no
348	transcript	transcript_Bed003	Why is the landmark -	no
349	transcript	transcript_Bed003	O_K. The landmark is facing to the tourists.	no
350	transcript	transcript_Bed003	That's because we're talking about landmarks as touristic landmarks not	no
351	transcript	transcript_Bed003	Right.	no
352	transcript	transcript_Bed003	Yeah.	no
353	transcript	transcript_Bed003	as possible	no
354	transcript	transcript_Bed003	um	no
355	transcript	transcript_Bed003	Navigational landmarks, yeah.	no
356	transcript	transcript_Bed003	Navigational	no
357	transcript	transcript_Bed003	navigational landmarks so	no
358	transcript	transcript_Bed003	cue.	no
359	transcript	transcript_Bed003	Mm-hmm.	no
360	transcript	transcript_Bed003	Then -	no
361	transcript	transcript_Bed003	Yeah, that would be  whatever building they referred to.	no
362	transcript	transcript_Bed003	Prosody.	no
363	transcript	transcript_Bed003	"Right. So let's see. The variables. Disc- ""admission fee"" is a binary thing, ""time of day"" is like morning, afternoon, night. Is that the deal?"	no
364	transcript	transcript_Bed003	Mm-hmm.	no
365	transcript	transcript_Bed003	Yeah.	no
366	transcript	transcript_Bed003	That's how we have it currently set up, but it could be,  you know,	no
367	transcript	transcript_Bed003	Yep.	no
368	transcript	transcript_Bed003	Yeah.	no
369	transcript	transcript_Bed003	based upon hour or  dis- we could  discrete   it - des- descret-ize it.	no
370	transcript	transcript_Bed003	Yeah.	no
371	transcript	transcript_Bed003	Whatever granularity. Uh-huh.	no
372	transcript	transcript_Bed003	Yeah.	no
373	transcript	transcript_Bed003	Mm-hmm.	no
374	transcript	transcript_Bed003	Yeah.	no
375	transcript	transcript_Bed003	Yeah. Normally context will include a huge amount of information, but um, we are just using the particular  part of the context which consists of the switch that they flick to indicate whether they're a tourist or not, I guess.	no
376	transcript	transcript_Bed003	Yep.	no
377	transcript	transcript_Bed003	O_K. So that's given in their input. Right?	no
378	transcript	transcript_Bed003	Right.	no
379	transcript	transcript_Bed003	So - Right, so it's not really all of context. Similarly prosody is not all of prosody but simply  for our purposes whether or not they appear tense or relaxed.	no
380	transcript	transcript_Bed003	Mm-hmm.	no
381	transcript	transcript_Bed003	that's very nice, huh?	no
382	transcript	transcript_Bed003	O_K.	no
383	transcript	transcript_Bed003	The - the - So the context is a switch between tourist or non-tourist? Or also unknown?	no
384	transcript	transcript_Bed003	and	no
385	transcript	transcript_Bed003	Or un-  unknown, yeah.	no
386	transcript	transcript_Bed003	Yeah. Unknown, right?	no
387	transcript	transcript_Bed003	O_K.	no
388	transcript	transcript_Bed003	So final dest-	no
389	transcript	transcript_Bed003	So it seems like that would really help you for doing business versus tourist,	no
390	transcript	transcript_Bed003	Which is th- Which one?	no
391	transcript	transcript_Bed003	but  O_K. so the the context being um,	no
392	transcript	transcript_Bed003	"e- I don't know if that question's sort of in general, ""are you -"""	no
393	transcript	transcript_Bed003	I mean the - ar- ar- are do they allow business people to be doing non-business things at the moment?	no
394	transcript	transcript_Bed003	Yeah, it does.	no
395	transcript	transcript_Bed003	O_K. So then you just have some probabilities over - O_K. - over which which of those it is.	no
396	transcript	transcript_Bed003	Everything is probablistic, and -	no
397	transcript	transcript_Bed003	There's always -	no
398	transcript	transcript_Bed003	Yeah.	no
399	transcript	transcript_Bed003	Um, right. So then landmark is -	no
400	transcript	transcript_Bed003	"Oh, sorry. ""Verb used"" is like, right now we only have three values, but in general they would be a probability distribution over all verbs."	no
401	transcript	transcript_Bed003	Mm-hmm.	no
402	transcript	transcript_Bed003	Rather, let me rephrase that. It - it can take values  in the set of all verbs, that they could possibly use.	no
403	transcript	transcript_Bed003	Mm-hmm.	no
404	transcript	transcript_Bed003	"Um ""nice walls"" is binary, ""closed"" is binary ""final destination"", again - Yeah, all those are binary I guess."	no
405	transcript	transcript_Bed003	"And ""mode"" is one of three things."	no
406	transcript	transcript_Bed003	So, the - the middle layer is also binary? No.	no
407	transcript	transcript_Bed003	Yeah, anything with a question mark after it in that picture is a binary node.	no
408	transcript	transcript_Bed003	Uh.	no
409	transcript	transcript_Bed003	It -	no
410	transcript	transcript_Bed003	Yeah. But all those things without question marks are also binary. Right?	no
411	transcript	transcript_Bed003	Which things?	no
412	transcript	transcript_Bed003	Mm-hmm.	no
413	transcript	transcript_Bed003	Nice walls?	no
414	transcript	transcript_Bed003	Wi-	no
415	transcript	transcript_Bed003	"Oh. ""Nice walls"" is uh - something that we extract from our world knowledge."	no
416	transcript	transcript_Bed003	Mm-hmm.	no
417	transcript	transcript_Bed003	Yeah, a- Oh yeah. Sorry. It is binary.	no
418	transcript	transcript_Bed003	It is binary but it doesn't have question mark because it's extracted.  Yeah.	no
419	transcript	transcript_Bed003	That's true.	no
420	transcript	transcript_Bed003	Yeah. O_K, I see your point.	no
421	transcript	transcript_Bed003	Yeah. O_K. I - I gotcha.	no
422	transcript	transcript_Bed003	Uh-huh.	no
423	transcript	transcript_Bed003	"Yeah, similarly ""closed"", I guess."	no
424	transcript	transcript_Bed003	So we can either be in a hurry or not, but we cannot be in a medium hurry at the moment?	no
425	transcript	transcript_Bed003	Well, we-	no
426	transcript	transcript_Bed003	To do that we would add another uh - value for that.	no
427	transcript	transcript_Bed003	Mm-hmm. O_K.	no
428	transcript	transcript_Bed003	"And that would require s- updating the probability distribution for ""mode"" as well."	no
429	transcript	transcript_Bed003	Mm-hmm.	no
430	transcript	transcript_Bed003	Because it would now have to like uh - take that possibility into account.	no
431	transcript	transcript_Bed003	Mm-hmm.	no
432	transcript	transcript_Bed003	Take a conti-	no
433	transcript	transcript_Bed003	Mm-hmm.	no
434	transcript	transcript_Bed003	So um, of course this will happen when we think more about the kinds of verbs that are used in each cases but you can imagine that it's verb plus various other things	no
435	transcript	transcript_Bed003	Yeah, yeah.	no
436	transcript	transcript_Bed003	Yeah.	no
437	transcript	transcript_Bed003	that are also not in the bottom layer that would - that would help you -	no
438	transcript	transcript_Bed003	Like it's a conjunction of, I don't know, you know, the verb used and some other stuff that - that would   determine - Yeah. Exactly.	no
439	transcript	transcript_Bed003	Right. Other syntactic information you mean? Yeah.	no
440	transcript	transcript_Bed003	Um.	no
441	transcript	transcript_Bed003	well the - the - sort of the landmark is - is sort of the object right? the argument in a sense?	no
442	transcript	transcript_Bed003	Usually. I - I don't know if that's always the case I - I guess haven't looked at the data as much as you guys have. So. Um.	no
443	transcript	transcript_Bed003	that's always warping on something - some entity, and um -	no
444	transcript	transcript_Bed003	Mm-hmm.	no
